Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
90,2,False,True,False,Salsabil,1500000000.0,50000.0
66,2,True,True,True,Salsabil,1725000000.0,57500.0
44,1,True,True,False,Salsabil,1050000000.0,35000.0
91,2,True,True,True,Salsabil,2093000000.0,69766.67
63,1,True,True,True,Salsabil,2000000000.0,66666.67
50,1,True,True,True,Salsabil,1500000000.0,50000.0
61,2,True,True,False,Salsabil,1100000000.0,36666.67
48,1,True,True,False,Salsabil,995000000.0,33166.67
65,2,True,True,True,Salsabil,1750000000.0,58333.33
48,1,True,True,False,Salsabil,1048000000.0,34933.33
48,1,True,True,False,Salsabil,995000000.0,33166.67
90,3,True,True,False,Salsabil,2550000000.0,85000.0
83,2,True,True,True,Salsabil,2300000000.0,76666.67
61,2,False,True,False,Salsabil,1040000000.0,34666.67
138,3,True,True,True,Salsabil,3584000000.0,119466.67
41,1,False,True,False,Salsabil,770000000.0,25666.67
44,1,True,True,False,Salsabil,1050000000.0,35000.0
65,2,False,True,True,Salsabil,1220000000.0,40666.67
67,2,False,True,False,Salsabil,1215000000.0,40500.0
62,2,True,True,True,Salsabil,1350000000.0,45000.0
41,1,False,False,False,Salsabil,815000000.0,27166.67
60,1,True,True,True,Salsabil,1530000000.0,51000.0
35,1,False,True,False,Salsabil,660000000.0,22000.0
54,1,False,True,False,Salsabil,901000000.0,30033.33
71,2,True,True,True,Salsabil,1750000000.0,58333.33
55,2,True,True,True,Salsabil,1349550000.0,44985.0
64,2,True,True,False,Salsabil,1100000000.0,36666.67
50,1,False,True,False,Salsabil,640000000.0,21333.33
51,1,True,True,True,Salsabil,1150000000.0,38333.33
57,1,True,True,False,Salsabil,870000000.0,29000.0
60,1,False,True,False,Salsabil,1130000000.0,37666.67
52,1,True,True,False,Salsabil,1100000000.0,36666.67
51,1,False,True,False,Salsabil,870000000.0,29000.0
39,1,False,False,False,Salsabil,760000000.0,25333.33
75,2,True,True,True,Salsabil,2260000000.0,75333.33
70,1,False,True,False,Salsabil,1180000000.0,39333.33
57,2,True,True,True,Salsabil,1600000000.0,53333.33
39,1,False,True,False,Salsabil,800000000.0,26666.67
72,2,True,True,True,Salsabil,1700000000.0,56666.67
98,2,True,True,True,Salsabil,2630000000.0,87666.67
150,3,True,True,True,Salsabil,4500000000.0,150000.0
57,2,False,False,False,Salsabil,1090000000.0,36333.33
71,2,True,True,False,Salsabil,1185000000.0,39500.0
85,2,True,True,True,Salsabil,2000000000.0,66666.67
55,1,True,True,False,Salsabil,1050000000.0,35000.0
41,2,False,False,False,Salsabil,790000000.0,26333.33
69,2,False,True,False,Salsabil,1400000000.0,46666.67
51,1,False,True,False,Salsabil,850000000.0,28333.33
40,1,False,True,False,Salsabil,750000000.0,25000.0
55,1,False,True,False,Salsabil,1100000000.0,36666.67
72,2,False,True,False,Salsabil,1350000000.0,45000.0
125,3,True,True,True,Salsabil,3500000000.0,116666.67
40,2,False,False,False,Salsabil,830000000.0,27666.67
35,1,True,True,False,Salsabil,780000000.0,26000.0
47,1,True,True,False,Salsabil,1050000000.0,35000.0
60,2,True,True,True,Salsabil,1520000000.0,50666.67
57,2,False,True,False,Salsabil,1200000000.0,40000.0
40,1,False,True,False,Salsabil,630000000.0,21000.0
84,2,True,True,True,Salsabil,1900000000.0,63333.33
58,1,False,True,False,Salsabil,715000000.0,23833.33
