Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
79,2,True,True,True,Abazar,3000000000.0,100000.0
135,3,True,True,True,Abazar,6480000000.0,216000.0
95,2,True,True,True,Abazar,5600000000.0,186666.67
95,2,True,True,True,Abazar,4500000000.0,150000.0
102,2,True,True,True,Abazar,5200000000.0,173333.33
120,2,True,True,True,Abazar,6250000000.0,208333.33
156,3,True,True,True,Abazar,9400000000.0,313333.33
95,2,True,True,True,Abazar,6700000000.0,223333.33
87,2,True,True,True,Abazar,5655000000.0,188500.0
88,2,True,True,True,Abazar,5600000000.0,186666.67
114,2,True,True,True,Abazar,6700000000.0,223333.33
87,2,True,True,True,Abazar,5600000000.0,186666.67
104,2,True,True,True,Abazar,3400000000.0,113333.33
76,2,True,True,True,Abazar,3000000000.0,100000.0
82,2,True,True,True,Abazar,3800000000.0,126666.67
106,2,True,True,True,Abazar,4500000000.0,150000.0
120,2,True,True,True,Abazar,3880000000.0,129333.33
65,2,True,True,True,Abazar,2500000000.0,83333.33
80,2,True,True,True,Abazar,3000000000.0,100000.0
112,3,True,True,True,Abazar,4300000000.0,143333.33
110,3,True,True,True,Abazar,4250000000.0,141666.67
72,2,True,True,True,Abazar,3350000000.0,111666.67
