Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
64,2,False,True,False,Pirouzi,1450000000.0,48333.33
42,1,False,True,False,Pirouzi,1390000000.0,46333.33
123,2,True,True,True,Pirouzi,4059000000.0,135300.0
40,1,True,True,False,Pirouzi,1300000000.0,43333.33
120,3,True,False,True,Pirouzi,3700000000.0,123333.33
65,1,True,True,False,Pirouzi,1750000000.0,58333.33
124,3,True,True,True,Pirouzi,3968000000.0,132266.67
123,2,True,True,True,Pirouzi,4059000000.0,135300.0
69,2,True,True,True,Pirouzi,1800000000.0,60000.0
66,1,True,False,True,Pirouzi,1850000000.0,61666.67
44,1,True,True,False,Pirouzi,880000000.0,29333.33
68,1,True,True,True,Pirouzi,2450000000.0,81666.67
101,2,True,False,True,Pirouzi,3130000000.0,104333.33
100,2,True,True,True,Pirouzi,3000000000.0,100000.0
50,1,False,True,False,Pirouzi,1260000000.0,42000.0
51,1,False,True,True,Pirouzi,1300000000.0,43333.33
51,1,False,True,True,Pirouzi,1275000000.0,42500.0
50,1,True,True,True,Pirouzi,1200000000.0,40000.0
68,2,True,True,False,Pirouzi,1550000000.0,51666.67
60,1,True,True,True,Pirouzi,1380000000.0,46000.0
38,1,True,True,False,Pirouzi,850000000.0,28333.33
92,2,True,False,True,Pirouzi,2760000000.0,92000.0
73,2,True,True,True,Pirouzi,2555000000.0,85166.67
73,2,False,False,True,Pirouzi,1970000000.0,65666.67
150,3,True,True,True,Pirouzi,5100000000.0,170000.0
114,2,True,True,True,Pirouzi,3762000000.0,125400.0
125,3,True,True,True,Pirouzi,4000000000.0,133333.33
44,1,False,True,False,Pirouzi,790000000.0,26333.33
68,2,False,True,False,Pirouzi,1380000000.0,46000.0
60,2,False,True,True,Pirouzi,1500000000.0,50000.0
69,2,True,True,True,Pirouzi,1800000000.0,60000.0
67,2,False,True,True,Pirouzi,2000000000.0,66666.67
62,1,False,True,True,Pirouzi,1380000000.0,46000.0
55,1,True,True,True,Pirouzi,1750000000.0,58333.33
88,2,True,True,True,Pirouzi,2450000000.0,81666.67
84,2,True,True,True,Pirouzi,2688000000.0,89600.0
60,2,True,True,False,Pirouzi,1450000000.0,48333.33
100,2,True,True,True,Pirouzi,2600000000.0,86666.67
100,2,True,True,True,Pirouzi,4000000000.0,133333.33
86,2,True,False,True,Pirouzi,2050000000.0,68333.33
70,2,False,True,False,Pirouzi,1550000000.0,51666.67
145,3,True,True,True,Pirouzi,3900000000.0,130000.0
65,2,True,True,False,Pirouzi,1650000000.0,55000.0
101,2,True,False,True,Pirouzi,3300000000.0,110000.0
59,1,True,False,True,Pirouzi,1600000000.0,53333.33
90,2,True,True,True,Pirouzi,2650000000.0,88333.33
84,2,True,True,True,Pirouzi,2250000000.0,75000.0
40,1,False,True,False,Pirouzi,870000000.0,29000.0
42,1,False,True,False,Pirouzi,960000000.0,32000.0
40,1,True,True,False,Pirouzi,1380000000.0,46000.0
75,2,True,True,True,Pirouzi,1750000000.0,58333.33
128,3,True,True,True,Pirouzi,4350000000.0,145000.0
55,1,False,True,False,Pirouzi,1600000000.0,53333.33
90,2,True,True,False,Pirouzi,1700000000.0,56666.67
45,1,False,True,True,Pirouzi,1250000000.0,41666.67
63,1,True,False,True,Pirouzi,2153000000.0,71766.67
93,2,False,False,False,Pirouzi,5500000000.0,183333.33
74,2,False,True,False,Pirouzi,1600000000.0,53333.33
52,1,False,True,False,Pirouzi,1250000000.0,41666.67
74,2,True,True,True,Pirouzi,2200000000.0,73333.33
58,1,True,True,True,Pirouzi,500000000.0,16666.67
72,2,False,False,False,Pirouzi,2376000000.0,79200.0
50,1,False,True,False,Pirouzi,1100000000.0,36666.67
