Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
90,2,True,True,True,Amirabad,4590000000.0,153000.0
120,2,True,True,False,Amirabad,4500000000.0,150000.0
160,3,True,True,True,Amirabad,8320000000.0,277333.33
87,2,True,True,True,Amirabad,550000000.0,18333.33
142,3,True,True,True,Amirabad,5500000000.0,183333.33
86,2,True,True,True,Amirabad,4730000000.0,157666.67
113,2,True,True,True,Amirabad,5080000000.0,169333.33
87,2,True,True,True,Amirabad,4780000000.0,159333.33
94,2,True,True,False,Amirabad,3400000000.0,113333.33
110,2,True,False,False,Amirabad,4000000000.0,133333.33
89,2,True,True,False,Amirabad,3500000000.0,116666.67
122,4,True,False,True,Amirabad,2400000000.0,80000.0
102,3,False,False,True,Amirabad,4300000000.0,143333.33
